cik,name,ticker,exchange
824410,SANDY SPRING BANCORP INC,SASR,Nasdaq
1159167,IROBOT CORP,IRBT,Nasdaq
1871509,Portillo's Inc.,PTLO,Nasdaq
1946425,Hammerhead Energy Inc.,HHRS,Nasdaq
1018979,AMERISAFE INC,AMSF,Nasdaq
1568162,"Necessity Retail REIT, Inc.",RTL,Nasdaq
1382821,Redfin Corp,RDFN,Nasdaq
1517396,STRATASYS LTD.,SSYS,Nasdaq
1651311,Merus N.V.,MRUS,Nasdaq
1481646,"Accolade, Inc.",ACCD,Nasdaq
1768267,Cerence Inc.,CRNC,Nasdaq
1664710,"Keros Therapeutics, Inc.",KROS,Nasdaq
1823794,ARKO Corp.,ARKO,Nasdaq
1822359,DocGo Inc.,DCGO,Nasdaq
1012477,AVADEL PHARMACEUTICALS PLC,AVDL,Nasdaq
1893325,Screaming Eagle Acquisition Corp.,SCRM,Nasdaq
1622229,"Cogent Biosciences, Inc.",COGT,Nasdaq
1368514,"ADMA BIOLOGICS, INC.",ADMA,Nasdaq
1805385,"Evolv Technologies Holdings, Inc.",EVLV,Nasdaq
1652535,"ICHOR HOLDINGS, LTD.",ICHR,Nasdaq
1612720,NextDecade Corp.,NEXT,Nasdaq
705432,SOUTHSIDE BANCSHARES INC,SBSI,Nasdaq
1759425,"Mirum Pharmaceuticals, Inc.",MIRM,Nasdaq
1829864,"TaskUs, Inc.",TASK,Nasdaq
821002,G III APPAREL GROUP LTD /DE/,GIII,Nasdaq
318300,PEOPLES BANCORP INC,PEBO,Nasdaq
1836564,Valneva SE,VALN,Nasdaq
1411690,"Bionano Genomics, Inc.",BNGO,Nasdaq
947559,FIRST BANCSHARES INC /MS/,FBMS,Nasdaq
1838615,"AlTi Global, Inc.",ALTI,Nasdaq
1102112,PACWEST BANCORP,PACW,Nasdaq
1023459,"Simulations Plus, Inc.",SLP,Nasdaq
1772177,"KURA SUSHI USA, INC.",KRUS,Nasdaq
1437352,"EVERBRIDGE, INC.",EVBG,Nasdaq
80420,POWELL INDUSTRIES INC,POWL,Nasdaq
317788,"Digital Turbine, Inc.",APPS,Nasdaq
1519449,"Skyward Specialty Insurance Group, Inc.",SKWD,Nasdaq
1297989,"ExlService Holdings, Inc.",EXLS,Nasdaq
1809196,Immatics N.V.,IMTX,Nasdaq
731012,HEALTHCARE SERVICES GROUP INC,HCSG,Nasdaq
1840574,"Verve Therapeutics, Inc.",VERV,Nasdaq
1821349,NeoGames S.A.,NGMS,Nasdaq
1777835,Perella Weinberg Partners,PWP,Nasdaq
1034957,CRESUD INC,CRESY,Nasdaq
1368265,Clean Energy Fuels Corp.,CLNE,Nasdaq
1503274,Quanterix Corp,QTRX,Nasdaq
1492165,Preferred Bank,PFBC,Nasdaq
1740594,Arco Platform Ltd.,ARCE,Nasdaq
912603,RADIUS RECYCLING,SCHN,Nasdaq
1138639,Infinera Corp,INFN,Nasdaq
921557,REPUBLIC BANCORP INC /KY/,RBCAA,Nasdaq
1495222,Oxford Lane Capital Corp.,OXLC,Nasdaq
1080014,"Innoviva, Inc.",INVA,Nasdaq
1743907,"Sun Country Airlines Holdings, Inc.",SNCY,Nasdaq
846901,LAKELAND BANCORP INC,LBAI,Nasdaq
1936258,NewAmsterdam Pharma Co N.V.,NAMS,Nasdaq
1425450,ORTHOPEDIATRICS CORP,KIDS,Nasdaq
1971213,"Sinclair, Inc.",SBGI,Nasdaq
1658247,"Crinetics Pharmaceuticals, Inc.",CRNX,Nasdaq
1478320,Adaptive Biotechnologies Corp,ADPT,Nasdaq
1832511,P3 Health Partners Inc.,PIII,Nasdaq
1776661,Advantage Solutions Inc.,ADV,Nasdaq
906465,QCR HOLDINGS INC,QCRH,Nasdaq
1278752,MidCap Financial Investment Corp,MFIC,Nasdaq
1141103,CROSS COUNTRY HEALTHCARE INC,CCRN,Nasdaq
714395,"GERMAN AMERICAN BANCORP, INC.",GABC,Nasdaq
1049782,BROOKLINE BANCORP INC,BRKL,Nasdaq
846617,"Dime Community Bancshares, Inc. /NY/",DCOM,Nasdaq
1780312,"AST SpaceMobile, Inc.",ASTS,Nasdaq
1728205,Piedmont Lithium Inc.,PLL,Nasdaq
1387467,ALPHA & OMEGA SEMICONDUCTOR Ltd,AOSL,Nasdaq
701288,ATRION CORP,ATRI,Nasdaq
1222719,CALAMOS CONVERTIBLE & HIGH INCOME FUND,CHY,Nasdaq
1376339,"MIMEDX GROUP, INC.",MDXG,Nasdaq
1720592,Repay Holdings Corp,RPAY,Nasdaq
1293282,TechTarget Inc,TTGT,Nasdaq
1317945,"Omega Flex, Inc.",OFLX,Nasdaq
1746109,Bank First Corp,BFC,Nasdaq
1783183,"Phathom Pharmaceuticals, Inc.",PHAT,Nasdaq
108385,WORLD ACCEPTANCE CORP,WRLD,Nasdaq
1743725,"GRID DYNAMICS HOLDINGS, INC.",GDYN,Nasdaq
1490906,"Capitol Federal Financial, Inc.",CFFN,Nasdaq
1806347,Westrock Coffee Co,WEST,Nasdaq
1418076,SLR Investment Corp.,SLRC,Nasdaq
1326110,"ImmunityBio, Inc.",IBRX,Nasdaq
1590750,"Viridian Therapeutics, Inc.DE",VRDN,Nasdaq
17313,CAPITAL SOUTHWEST CORP,CSWC,Nasdaq
1267565,"COLLEGIUM PHARMACEUTICAL, INC",COLL,Nasdaq
1459839,"SI-BONE, Inc.",SIBN,Nasdaq
1422143,"Kura Oncology, Inc.",KURA,Nasdaq
102752,VSE CORP,VSEC,Nasdaq
877422,SpartanNash Co,SPTN,Nasdaq
1591588,"A-Mark Precious Metals, Inc.",AMRK,Nasdaq
1123134,CHIPMOS TECHNOLOGIES INC,IMOS,Nasdaq
1273685,NEW YORK MORTGAGE TRUST INC,NYMT,Nasdaq
1171471,CALAMOS CONVERTIBLE OPPORTUNITIES & INCOME FUND,CHI,Nasdaq
1657573,"Xometry, Inc.",XMTR,Nasdaq
1819989,Cipher Mining Inc.,CIFR,Nasdaq
1836056,Ambrx Biopharma Inc.,AMAM,Nasdaq
1901279,Nayax Ltd.,NYAX,Nasdaq
1068875,"AVANTAX, INC.",AVTA,Nasdaq
1681622,Varex Imaging Corp,VREX,Nasdaq
1828316,Pharming Group N.V.,PHAR,Nasdaq
1556739,"Thryv Holdings, Inc.",THRY,Nasdaq
1811764,POINT Biopharma Global Inc.,PNT,Nasdaq
1397702,Silk Road Medical Inc,SILK,Nasdaq
1626450,"BigCommerce Holdings, Inc.",BIGC,Nasdaq
1680062,"ACM Research, Inc.",ACMR,Nasdaq
1059262,SP Plus Corp,SP,Nasdaq
1843586,Oatly Group AB,OTLY,Nasdaq
80035,PREFORMED LINE PRODUCTS CO,PLPC,Nasdaq
1847584,WalkMe Ltd.,WKME,Nasdaq
1655210,"BEYOND MEAT, INC.",BYND,Nasdaq
704562,"Avid Bioservices, Inc.",CDMO,Nasdaq
1818093,Beauty Health Co,SKIN,Nasdaq
1590877,REGENXBIO Inc.,RGNX,Nasdaq
1845840,Telesat Corp,TSAT,Nasdaq
1517228,"CommScope Holding Company, Inc.",COMM,Nasdaq
1761612,BICYCLE THERAPEUTICS plc,BCYC,Nasdaq
105319,"WW INTERNATIONAL, INC.",WW,Nasdaq
1860805,Algoma Steel Group Inc.,ASTL,Nasdaq
1185348,PRA GROUP INC,PRAA,Nasdaq
1437402,"ARDELYX, INC.",ARDX,Nasdaq
1831828,"Vera Therapeutics, Inc.",VERA,Nasdaq
712771,"ConnectOne Bancorp, Inc.",CNOB,Nasdaq
1856430,Snap One Holdings Corp.,SNPO,Nasdaq
1050441,EAGLE BANCORP INC,EGBN,Nasdaq
1865408,Exscientia plc,EXAI,Nasdaq
949157,CENTURY ALUMINUM CO,CENX,Nasdaq
1802974,"Mission Produce, Inc.",AVO,Nasdaq
724004,MESA LABORATORIES INC /CO/,MLAB,Nasdaq
1886190,Gogoro Inc.,GGR,Nasdaq
1094366,RADWARE LTD,RDWR,Nasdaq
1544206,"Carlyle Secured Lending, Inc.",CGBD,Nasdaq
1768224,Arcturus Therapeutics Holdings Inc.,ARCT,Nasdaq
1053706,"CRA INTERNATIONAL, INC.",CRAI,Nasdaq
832428,E.W. SCRIPPS Co,SSP,Nasdaq
1728688,"i3 Verticals, Inc.",IIIV,Nasdaq
1308208,"UNIVERSAL LOGISTICS HOLDINGS, INC.",ULH,Nasdaq
1325964,"Lightwave Logic, Inc.",LWLG,Nasdaq
1834376,InnovAge Holding Corp.,INNV,Nasdaq
1402479,"MedAvail Holdings, Inc.",MDVL,Nasdaq
1069530,CASSAVA SCIENCES INC,SAVA,Nasdaq
1013488,BJs RESTAURANTS INC,BJRI,Nasdaq
1656472,Cronos Group Inc.,CRON,Nasdaq
1819394,"Matterport, Inc./DE",MTTR,Nasdaq
1643303,Nano Dimension Ltd.,NNDM,Nasdaq
1606757,"Kimball Electronics, Inc.",KE,Nasdaq
1828102,Karooooo Ltd.,KARO,Nasdaq
99302,TRANSCAT INC,TRNS,Nasdaq
1782999,PureTech Health plc,PRTC,Nasdaq
799850,AMERICAS CARMART INC,CRMT,Nasdaq
1739614,"Inhibrx, Inc.",INBX,Nasdaq
946647,PREMIER FINANCIAL CORP,PFC,Nasdaq
1796898,"Maxeon Solar Technologies, Ltd.",MAXN,Nasdaq
918965,"SCANSOURCE, INC.",SCSC,Nasdaq
1370755,BlackRock TCP Capital Corp.,TCPC,Nasdaq
1677703,CONDUENT Inc,CNDT,Nasdaq
1484612,"Outset Medical, Inc.",OM,Nasdaq
1438231,Digimarc CORP,DMRC,Nasdaq
1650664,"Editas Medicine, Inc.",EDIT,Nasdaq
1672619,"Enliven Therapeutics, Inc.",ELVN,Nasdaq
1769484,Bioceres Crop Solutions Corp.,BIOX,Nasdaq
1845022,"Couchbase, Inc.",BASE,Nasdaq
1183765,"Molecular Templates, Inc.",MTEM,Nasdaq
1889109,"BELITE BIO, INC",BLTE,Nasdaq
1636422,"Health Catalyst, Inc.",HCAT,Nasdaq
1894630,"Gores Holdings IX, Inc.",GHIX,Nasdaq
1945711,Lavoro Ltd,LVRO,Nasdaq
1625278,"NERDWALLET, INC.",NRDS,Nasdaq
1524931,"CHUY'S HOLDINGS, INC.",CHUY,Nasdaq
884624,Orthofix Medical Inc.,OFIX,Nasdaq
886128,FUELCELL ENERGY INC,FCEL,Nasdaq
357173,OLD SECOND BANCORP INC,OSBC,Nasdaq
1650648,"4D Molecular Therapeutics, Inc.",FDMT,Nasdaq
1846253,"OmniAb, Inc.",OABI,Nasdaq
1075415,DIVERSIFIED HEALTHCARE TRUST,DHC,Nasdaq
1314052,ANAVEX LIFE SCIENCES CORP.,AVXL,Nasdaq
1409171,Titan Machinery Inc.,TITN,Nasdaq
350852,COMMUNITY TRUST BANCORP INC /KY/,CTBI,Nasdaq
1855447,"TIGO ENERGY, INC.",TYGO,Nasdaq
1801170,"CLOVER HEALTH INVESTMENTS, CORP. /DE",CLOV,Nasdaq
895447,SHOE CARNIVAL INC,SCVL,Nasdaq
1589526,Blue Bird Corp,BLBD,Nasdaq
1095565,HEALTHSTREAM INC,HSTM,Nasdaq
1837686,"Vimeo, Inc.",VMEO,Nasdaq
1673772,"RAPT Therapeutics, Inc.",RAPT,Nasdaq
1705873,Berry Corp (bry),BRY,Nasdaq
1840199,Waldencast plc,WALD,Nasdaq
1422930,"PubMatic, Inc.",PUBM,Nasdaq
55135,KELLY SERVICES INC,KELYA,Nasdaq
928658,"COVENANT LOGISTICS GROUP, INC.",CVLG,Nasdaq
1304492,Anterix Inc.,ATEX,Nasdaq
902791,BARRETT BUSINESS SERVICES INC,BBSI,Nasdaq
926282,"ADTRAN Holdings, Inc.",ADTN,Nasdaq
1819133,"Tango Therapeutics, Inc.",TNGX,Nasdaq
1683695,"International Money Express, Inc.",IMXI,Nasdaq
1671858,"ARS Pharmaceuticals, Inc.",SPRY,Nasdaq
1057379,"HACKETT GROUP, INC.",HCKT,Nasdaq
1124524,"Cryoport, Inc.",CYRX,Nasdaq
1830487,Pharvaris N.V.,PHVS,Nasdaq
1133470,CALAVO GROWERS INC,CVGW,Nasdaq
854560,"GREAT SOUTHERN BANCORP, INC.",GSBC,Nasdaq
1000694,NOVAVAX INC,NVAX,Nasdaq
1046025,HERITAGE FINANCIAL CORP /WA/,HFWA,Nasdaq
1626199,"ALPINE IMMUNE SCIENCES, INC.",ALPN,Nasdaq
827876,"CLEANSPARK, INC.",CLSK,Nasdaq
858655,HAYNES INTERNATIONAL INC,HAYN,Nasdaq
1649009,Siyata Mobile Inc.,SYTA,Nasdaq
1231457,GENELUX Corp,GNLX,Nasdaq
935419,"RCI HOSPITALITY HOLDINGS, INC.",RICK,Nasdaq
1866633,"Consensus Cloud Solutions, Inc.",CCSI,Nasdaq
1325618,IRADIMED CORP,IRMD,Nasdaq
853180,Invesco Senior Loan Fund,VSLAX,Nasdaq
1633336,"Crescent Capital BDC, Inc.",CCAP,Nasdaq
1818794,"Dyne Therapeutics, Inc.",DYN,Nasdaq
1760689,"Microvast Holdings, Inc.",MVST,Nasdaq
876779,MAGIC SOFTWARE ENTERPRISES LTD,MGIC,Nasdaq
1754170,AerSale Corp,ASLE,Nasdaq
1069899,PHIBRO ANIMAL HEALTH CORP,PAHC,Nasdaq
859070,FIRST COMMUNITY BANKSHARES INC /VA/,FCBC,Nasdaq
1840439,"Biomea Fusion, Inc.",BMEA,Nasdaq
1144879,Applied Digital Corp.,APLD,Nasdaq
1863127,"Tyra Biosciences, Inc.",TYRA,Nasdaq
775215,"HBT Financial, Inc.",HBT,Nasdaq
1505952,"DOMO, INC.",DOMO,Nasdaq
1023313,"FORRESTER RESEARCH, INC.",FORR,Nasdaq
1653087,"Alector, Inc.",ALEC,Nasdaq
796505,"Clearfield, Inc.",CLFD,Nasdaq
1337117,Ituran Location & Control Ltd.,ITRN,Nasdaq
1092796,"SMITH & WESSON BRANDS, INC.",SWBI,Nasdaq
108985,YORK WATER CO,YORW,Nasdaq
788329,JOHNSON OUTDOORS INC,JOUT,Nasdaq
1847903,Centessa Pharmaceuticals plc,CNTA,Nasdaq
1020710,DXP ENTERPRISES INC,DXPE,Nasdaq
1620459,"James River Group Holdings, Ltd.",JRVR,Nasdaq
1437958,COASTAL FINANCIAL CORP,CCB,Nasdaq
1360214,"HARROW HEALTH, INC.",HROW,Nasdaq
879585,"ATN International, Inc.",ATNI,Nasdaq
811240,"BIOLASE, INC",BIOL,Nasdaq
1737287,"Allogene Therapeutics, Inc.",ALLO,Nasdaq
1599901,"Avidity Biosciences, Inc.",RNA,Nasdaq
700565,"FIRST MID BANCSHARES, INC.",FMBH,Nasdaq
1393726,TIPTREE INC.,TIPT,Nasdaq
1070524,GREENE COUNTY BANCORP INC,GCBC,Nasdaq
1844270,FTAC ZEUS ACQUISITION CORP.,ZING,Nasdaq
729580,BEL FUSE INC /NJ,BELFA,Nasdaq
1734342,Amerant Bancorp Inc.,AMTB,Nasdaq
1668673,"PetIQ, Inc.",PETQ,Nasdaq
1849635,Digital World Acquisition Corp.,DWAC,Nasdaq
715787,INTERFACE INC,TILE,Nasdaq
1495240,GLADSTONE LAND Corp,LAND,Nasdaq
1372020,Great Lakes Dredge & Dock CORP,GLDD,Nasdaq
1117297,"QUINSTREET, INC",QNST,Nasdaq
1823608,Amalgamated Financial Corp.,AMAL,Nasdaq
1499961,MULLEN AUTOMOTIVE INC.,MULN,Nasdaq
1500435,"GoPro, Inc.",GPRO,Nasdaq
917470,OLYMPIC STEEL INC,ZEUS,Nasdaq
1235468,LIQUIDITY SERVICES INC,LQDT,Nasdaq
1820190,Scilex Holding Co,SCLX,Nasdaq
827187,Sleep Number Corp,SNBR,Nasdaq
1806952,"Lyell Immunopharma, Inc.",LYEL,Nasdaq
1583107,"Theravance Biopharma, Inc.",TBPH,Nasdaq
852772,DENNY'S Corp,DENN,Nasdaq
1468666,SecureWorks Corp,SCWX,Nasdaq
1333274,MERCER INTERNATIONAL INC.,MERC,Nasdaq
8063,ASTRONICS CORP,ATRO,Nasdaq
1948455,Ispire Technology Inc.,ISPR,Nasdaq
1570562,"Evolus, Inc.",EOLS,Nasdaq
1053352,HERITAGE COMMERCE CORP,HTBK,Nasdaq
357301,TRUSTCO BANK CORP N Y,TRST,Nasdaq
102212,UNIVEST FINANCIAL Corp,UVSP,Nasdaq
1731805,HUT 8 MINING CORP.,HUT,Nasdaq
1839799,Gambling.com Group Ltd,GAMB,Nasdaq
1017480,HIBBETT INC,HIBB,Nasdaq
1805012,Vitru Ltd,VTRU,Nasdaq
1109242,HANMI FINANCIAL CORP,HAFC,Nasdaq
1855129,GH Research PLC,GHRS,Nasdaq
1788257,"BETTERWARE DE MEXICO, S.A.P.I. DE C.V",BWMX,Nasdaq
1234006,GLADSTONE COMMERCIAL CORP,GOOD,Nasdaq
1042729,MERCANTILE BANK CORP,MBWM,Nasdaq
1084765,"RESOURCES CONNECTION, INC.",RGP,Nasdaq
844059,"FRP HOLDINGS, INC.",FRPH,Nasdaq
1220754,ModivCare Inc,MODV,Nasdaq
1458412,"CROSSFIRST BANKSHARES, INC.",CFB,Nasdaq
708781,CASS INFORMATION SYSTEMS INC,CASS,Nasdaq
46129,ALLIED MOTION TECHNOLOGIES INC,AMOT,Nasdaq
924717,SURMODICS INC,SRDX,Nasdaq
1066605,HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,Nasdaq
1619856,"Caribou Biosciences, Inc.",CRBU,Nasdaq
896429,"CANTALOUPE, INC.",CTLP,Nasdaq
1795251,Nano-X Imaging Ltd.,NNOX,Nasdaq
1602584,Calamos Dynamic Convertible & Income Fund,CCD,Nasdaq
1617242,Kearny Financial Corp.,KRNY,Nasdaq
1512499,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",LIND,Nasdaq
1514991,AMC Networks Inc.,AMCX,Nasdaq
1756699,UP Fintech Holding Ltd,TIGR,Nasdaq
1826286,Vinci Partners Investments Ltd.,VINP,Nasdaq
726601,CAPITAL CITY BANK GROUP INC,CCBG,Nasdaq
1653384,Runway Growth Finance Corp.,RWAY,Nasdaq
1050743,PEAPACK GLADSTONE FINANCIAL CORP,PGC,Nasdaq
1730463,Autolus Therapeutics plc,AUTL,Nasdaq
1557746,"Aclaris Therapeutics, Inc.",ACRS,Nasdaq
1493225,"Northfield Bancorp, Inc.",NFBK,Nasdaq
1891856,"GEN Restaurant Group, Inc.",GENK,Nasdaq
1786108,Trinity Capital Inc.,TRIN,Nasdaq
1804591,23andMe Holding Co.,ME,Nasdaq
1817713,"Janux Therapeutics, Inc.",JANX,Nasdaq
1823144,"CompoSecure, Inc.",CMPO,Nasdaq
1624322,"Business First Bancshares, Inc.",BFST,Nasdaq
909108,DIAMOND HILL INVESTMENT GROUP INC,DHIL,Nasdaq
743238,"SHYFT GROUP, INC.",SHYF,Nasdaq
1436208,Legacy Housing Corp,LEGH,Nasdaq
1370053,"ANAPTYSBIO, INC",ANAB,Nasdaq
351834,SunOpta Inc.,STKL,Nasdaq
1842498,Otonomo Technologies Ltd.,OTMO,Nasdaq
1775734,Beneficient,BENF,Nasdaq
1747068,"MetroCity Bankshares, Inc.",MCBS,Nasdaq
706129,HORIZON BANCORP INC /IN/,HBNC,Nasdaq
1774983,Brooge Energy Ltd,BROG,Nasdaq
834365,BIOLIFE SOLUTIONS INC,BLFS,Nasdaq
1828852,"Mondee Holdings, Inc.",MOND,Nasdaq
750686,CAMDEN NATIONAL CORP,CAC,Nasdaq
1810019,"Rackspace Technology, Inc.",RXT,Nasdaq
1124796,"NLIGHT, INC.",LASR,Nasdaq
916907,"SOUTHERN MISSOURI BANCORP, INC.",SMBC,Nasdaq
1787306,"Arcutis Biotherapeutics, Inc.",ARQT,Nasdaq
1084869,1 800 FLOWERS COM INC,FLWS,Nasdaq
1855756,Lilium N.V.,LILM,Nasdaq
1579733,"Vital Farms, Inc.",VITL,Nasdaq
1840856,"SOUNDHOUND AI, INC.",SOUN,Nasdaq
1933414,"Mineralys Therapeutics, Inc.",MLYS,Nasdaq
1759138,"Cabaletta Bio, Inc.",CABA,Nasdaq
798287,PAM TRANSPORTATION SERVICES INC,PTSI,Nasdaq
807863,MITEK SYSTEMS INC,MITK,Nasdaq
1689375,"Entrada Therapeutics, Inc.",TRDA,Nasdaq
737468,WASHINGTON TRUST BANCORP INC,WASH,Nasdaq
101199,UNITED FIRE GROUP INC,UFCS,Nasdaq
1823878,"PLAYSTUDIOS, Inc.",MYPS,Nasdaq
1466026,"Midland States Bancorp, Inc.",MSBI,Nasdaq
1687187,"Ramaco Resources, Inc.",METC,Nasdaq
1794338,International General Insurance Holdings Ltd.,IGIC,Nasdaq
709337,FARMERS NATIONAL BANC CORP /OH/,FMNB,Nasdaq
1850235,D-MARKET Electronic Services & Trading,HEPS,Nasdaq
863110,ARTESIAN RESOURCES CORP,ARTNA,Nasdaq
1708055,Ribbon Communications Inc.,RBBN,Nasdaq
1513363,FIDUS INVESTMENT Corp,FDUS,Nasdaq
1820378,Thornburg Income Builder Opportunities Trust,TBLD,Nasdaq
1475348,Luther Burbank Corp,LBC,Nasdaq
1464343,Atlanticus Holdings Corp,ATLC,Nasdaq
1760717,SciPlay Corp,SCPL,Nasdaq
1172222,HAWAIIAN HOLDINGS INC,HA,Nasdaq
1857816,GigaCloud Technology Inc,GCT,Nasdaq
876523,EZCORP INC,EZPW,Nasdaq
800457,DONEGAL GROUP INC,DGICA,Nasdaq
1814287,"Abacus Life, Inc.",ABL,Nasdaq
1116463,ORASURE TECHNOLOGIES INC,OSUR,Nasdaq
717720,VALUE LINE INC,VALU,Nasdaq
1173489,CEVA INC,CEVA,Nasdaq
1833197,"Latham Group, Inc.",SWIM,Nasdaq
1863218,SHENGFENG DEVELOPMENT Ltd,SFWL,Nasdaq
1842937,Hennessy Capital Investment Corp. VI,HCVI,Nasdaq
1447362,CASTLE BIOSCIENCES INC,CSTL,Nasdaq
65770,"MICROVISION, INC.",MVIS,Nasdaq
1937653,Zymeworks Inc.,ZYME,Nasdaq
1953530,Oculis Holding AG,OCS,Nasdaq
1160308,Savara Inc,SVRA,Nasdaq
1098972,AGENUS INC,AGEN,Nasdaq
1314102,"EyePoint Pharmaceuticals, Inc.",EYPT,Nasdaq
1508475,"VNET Group, Inc.",VNET,Nasdaq
814549,EBIX INC,EBIX,Nasdaq
1769617,"HarborOne Bancorp, Inc.",HONE,Nasdaq
1217234,"CareDx, Inc.",CDNA,Nasdaq
1163668,"SOUTH PLAINS FINANCIAL, INC.",SPFI,Nasdaq
1638290,"MasterCraft Boat Holdings, Inc.",MCFT,Nasdaq
1758021,Karat Packaging Inc.,KRT,Nasdaq
1304421,"Consolidated Communications Holdings, Inc.",CNSL,Nasdaq
1865631,NEXTNAV INC.,NN,Nasdaq
1313310,"GRAVITY Co., Ltd.",GRVY,Nasdaq
1766600,SNDL Inc.,SNDL,Nasdaq
3197,CECO ENVIRONMENTAL CORP,CECO,Nasdaq
1710072,"Edgewise Therapeutics, Inc.",EWTX,Nasdaq
1044777,OneSpan Inc.,OSPN,Nasdaq
34067,DMC Global Inc.,BOOM,Nasdaq
1888012,"HilleVax, Inc.",HLVX,Nasdaq
1819576,Liquidia Corp,LQDA,Nasdaq
1780652,Canaan Inc.,CAN,Nasdaq
714562,FIRST FINANCIAL CORP /IN/,THFF,Nasdaq
1863362,"Procaps Group, S.A.",PROC,Nasdaq
925528,HUDSON TECHNOLOGIES INC /NY,HDSN,Nasdaq
1847590,Bowman Consulting Group Ltd.,BWMN,Nasdaq
1356090,"PRECIGEN, INC.",PGEN,Nasdaq
1944885,Apollomics Inc.,APLM,Nasdaq
711772,CAMBRIDGE BANCORP,CATC,Nasdaq
1819790,"Tarsus Pharmaceuticals, Inc.",TARS,Nasdaq
1381074,Baijiayun Group Ltd,RTC,Nasdaq
1609809,"Seres Therapeutics, Inc.",MCRB,Nasdaq
1808158,Repare Therapeutics Inc.,RPTX,Nasdaq
1083301,TERAWULF INC.,WULF,Nasdaq
1587987,"NewtekOne, Inc.",NEWT,Nasdaq
1703956,"Concrete Pumping Holdings, Inc.",BBCP,Nasdaq
1576942,"Stitch Fix, Inc.",SFIX,Nasdaq
1795579,Calliditas Therapeutics AB,CALT,Nasdaq
1666071,"Cardlytics, Inc.",CDLX,Nasdaq
897448,AMARIN CORP PLC\UK,AMRN,Nasdaq
1668243,UroGen Pharma Ltd.,URGN,Nasdaq
1341235,"Aldeyra Therapeutics, Inc.",ALDX,Nasdaq
1321741,GLADSTONE INVESTMENT CORPORATIONDE,GAIN,Nasdaq
923139,FLUSHING FINANCIAL CORP,FFIC,Nasdaq
1841873,Khosla Ventures Acquisition Co.,KVSA,Nasdaq
741516,AMERICAN NATIONAL BANKSHARES INC.,AMNB,Nasdaq
1838162,Slam Corp.,SLAM,Nasdaq
1870940,"Airsculpt Technologies, Inc.",AIRS,Nasdaq
1772921,OneWater Marine Inc.,ONEW,Nasdaq
1512762,"Coherus BioSciences, Inc.",CHRS,Nasdaq
763532,LSI INDUSTRIES INC,LYTS,Nasdaq
1027838,TACTILE SYSTEMS TECHNOLOGY INC,TCMD,Nasdaq
1631574,Wave Life Sciences Ltd.,WVE,Nasdaq
1721386,Landsea Homes Corp,LSEA,Nasdaq
1932770,QuantaSing Group Ltd,QSG,Nasdaq
1400891,"iHeartMedia, Inc.",IHRT,Nasdaq
890447,Vertex Energy Inc.,VTNR,Nasdaq
1270073,"INTERCEPT PHARMACEUTICALS, INC.",ICPT,Nasdaq
1413837,First Foundation Inc.,FFWM,Nasdaq
1762303,"AVITA Medical, Inc.",RCEL,Nasdaq
1474627,"Newegg Commerce, Inc.",NEGG,Nasdaq
1808865,"iTeos Therapeutics, Inc.",ITOS,Nasdaq
1798749,"Aerovate Therapeutics, Inc.",AVTE,Nasdaq
1412095,"Troops, Inc. /Cayman Islands/",TROO,Nasdaq
1549595,"Nurix Therapeutics, Inc.",NRIX,Nasdaq
1091223,MATERIALISE NV,MTLS,Nasdaq
1895597,Intchains Group Ltd,ICG,Nasdaq
809248,"CARROLS RESTAURANT GROUP, INC.",TAST,Nasdaq
1538263,"HomeTrust Bancshares, Inc.",HTBI,Nasdaq
39311,INDEPENDENT BANK CORP /MI/,IBCP,Nasdaq
1844280,"Thorne Healthtech, Inc.",THRN,Nasdaq
783412,DAILY JOURNAL CORP,DJCO,Nasdaq
1640266,"Voyager Therapeutics, Inc.",VYGR,Nasdaq
1789972,"Cullinan Oncology, Inc.",CGEM,Nasdaq
1802450,"MSP Recovery, Inc.",LIFW,Nasdaq
1023731,8X8 INC /DE/,EGHT,Nasdaq
1158114,"APPLIED OPTOELECTRONICS, INC.",AAOI,Nasdaq
1590560,uniQure N.V.,QURE,Nasdaq
1038773,SMARTFINANCIAL INC.,SMBK,Nasdaq
1062822,"LEXICON PHARMACEUTICALS, INC.",LXRX,Nasdaq
1830188,"United Homes Group, Inc.",UHG,Nasdaq
736772,CNB FINANCIAL CORP/PA,CCNE,Nasdaq
928340,Consolidated Water Co. Ltd.,CWCO,Nasdaq
1385613,"GREENLIGHT CAPITAL RE, LTD.",GLRE,Nasdaq
1531031,"Esquire Financial Holdings, Inc.",ESQ,Nasdaq
1816233,"Sharecare, Inc.",SHCR,Nasdaq
1964333,Burke & Herbert Financial Services Corp.,BHRB,Nasdaq
1816590,COMPASS Pathways plc,CMPS,Nasdaq
1705843,"Cibus, Inc.",CBUS,Nasdaq
897322,GILAT SATELLITE NETWORKS LTD,GILT,Nasdaq
1484778,ThredUp Inc.,TDUP,Nasdaq
1796280,"Oric Pharmaceuticals, Inc.",ORIC,Nasdaq
1799567,"DoubleDown Interactive Co., Ltd.",DDI,Nasdaq
1275168,FIVE STAR BANCORP,FSBC,Nasdaq
1355096,"Qurate Retail, Inc.",QRTEA,Nasdaq
